city,geo_h3_10,lat_h3,lon_h3,atm_category,target,atm_cnt
Екатеринбург,8a10c22990d7fff,56.84012373535384,60.60010281453334,category3,548.6666666666666,1
Екатеринбург,8a10c2299447fff,56.83609407182905,60.59620869037831,category4,85.81666666666666,1
Екатеринбург,8a10c22994cffff,56.833178380864496,60.5989549843691,category3,17561.0,2
Екатеринбург,8a10c2299657fff,56.83747338221722,60.61114317044328,category2,1325.0,1
Екатеринбург,8a10c2299767fff,56.840866283933195,60.604530255078636,category3,24696.500000000004,4
Екатеринбург,8a10c2299797fff,56.83354969038728,60.60116830040711,category3,13970.833333333336,1
Екатеринбург,8a10c2299bb7fff,56.848870034507364,60.5918617237162,category1,1432.5833333333333,1
Екатеринбург,8a10c229a607fff,56.79998213416928,60.575556779524504,category1,2478.5,1
Екатеринбург,8a10c229a6dffff,56.79780943694493,60.58272433772311,category4,88.23333333333333,1
Екатеринбург,8a10c229ab2ffff,56.81699927642098,60.56294291151748,category4,70.1,1
Екатеринбург,8a10c229b3a7fff,56.82114311813673,60.60772376925281,category2,426.0,1
Екатеринбург,8a10c229b837fff,56.8252235535658,60.585090600787694,category2,1132.0,1
Екатеринбург,8a10c229b8f7fff,56.823898970911465,60.59060923029021,category2,821.5,1
Екатеринбург,8a10c229b967fff,56.82973019678111,60.585116457107304,category2,1243.0,1
Екатеринбург,8a10c229b99ffff,56.82278439814419,60.58397140206071,category2,1030.3333333333333,1
Екатеринбург,8a10c229bb1ffff,56.82867175829188,60.598927656881244,category1,29698.166666666664,2
Екатеринбург,8a10c229bb1ffff,56.82867175829188,60.598927656881244,category4,104.5,1
Екатеринбург,8a10c229bb37fff,56.82914854543122,60.595061617332284,category2,560.6666666666666,1
Екатеринбург,8a10c229bc1ffff,56.81620988315114,60.58503890460729,category1,10876.333333333332,1
Екатеринбург,8a10c229bc1ffff,56.81620988315114,60.58503890460729,category4,76.96666666666667,1
Екатеринбург,8a10c229d077fff,56.853525174303265,60.55926275281498,category1,7527.0,1
Екатеринбург,8a10c229d107fff,56.85325625920661,60.55096701273077,category1,13572.0,1
Екатеринбург,8a10c229d107fff,56.85325625920661,60.55096701273077,category4,76.1,1
Екатеринбург,8a10c229d84ffff,56.86020076929759,60.55210739175217,category1,10656.666666666666,1
Екатеринбург,8a10c229d96ffff,56.862370190416335,60.54492829993957,category4,1924.1666666666667,1
Екатеринбург,8a10c229e237fff,56.817412378271385,60.538635739842626,category1,11835.666666666666,1
Екатеринбург,8a10c229e237fff,56.817412378271385,60.538635739842626,category4,103.83333333333334,1
Екатеринбург,8a10c22f2a17fff,56.93271824374262,60.62227735266387,category4,90.33333333333334,1
Екатеринбург,8a10c264eb07fff,56.723710081196955,60.577342748088974,category2,772.3333333333334,1
Екатеринбург,8a10c2669daffff,56.77955625638945,60.54784389147375,category4,76.76666666666668,1
Екатеринбург,8a10c266d89ffff,56.793964746174204,60.51975391564359,category1,16788.166666666668,1
Екатеринбург,8a10c266dc47fff,56.791524778071675,60.518639477199024,category1,9539.5,1
Екатеринбург,8a10c266dc4ffff,56.79189744775132,60.520849463041586,category4,46.233333333333334,1
Екатеринбург,8a10c266dca7fff,56.787119243965456,60.51254867683697,category4,58.016666666666666,1
Екатеринбург,8a10dc9066dffff,56.783635897533586,60.7333949394865,category2,2403.666666666667,2
Екатеринбург,8a10dc91091ffff,56.752150888748425,60.7066145937184,category1,12485.166666666668,1
Екатеринбург,8a10dc910af7fff,56.7525534632179,60.72924534965739,category4,114.33333333333334,1
Екатеринбург,8a10dc91e0effff,56.749962437239965,60.80152333230934,category1,5314.666666666667,1
Екатеринбург,8a10dc91e957fff,56.758109415686086,60.78284120151885,category2,584.8333333333334,1
Екатеринбург,8a10dc922a4ffff,56.834960246984956,60.68355094462902,category1,24350.5,2
Екатеринбург,8a10dc922a4ffff,56.834960246984956,60.68355094462902,category4,98.5,1
Екатеринбург,8a10dc922b27fff,56.83480873926977,60.669174504207156,category4,225.5,2
Екатеринбург,8a10dc922b9ffff,56.82982266160202,60.67300576676538,category1,3233.5,1
Екатеринбург,8a10dc924347fff,56.862280159555226,60.645044892888755,category4,85.06666666666666,1
Екатеринбург,8a10dc924757fff,56.85252676481628,60.640550512925806,category4,91.0,1
Екатеринбург,8a10dc924777fff,56.85337534296038,60.63889724916359,category3,32825.50000000001,3
Екатеринбург,8a10dc92490ffff,56.86403308236809,60.61518428392884,category4,143.5,1
Екатеринбург,8a10dc924aa7fff,56.86249453571893,60.63287604181705,category4,79.23333333333333,1
Екатеринбург,8a10dc924b8ffff,56.863342929339694,60.63122226889332,category1,15842.0,1
Екатеринбург,8a10dc924d27fff,56.855975334619814,60.60738926136166,category2,2168.6666666666665,1
Екатеринбург,8a10dc925d07fff,56.86885371182851,60.64398536287741,category2,1248.8333333333333,1
Екатеринбург,8a10dc92691ffff,56.83980594811706,60.61834528277256,category4,83.78333333333333,1
Екатеринбург,8a10dc926a07fff,56.8419241012056,60.637711145171124,category3,27046.250000000004,4
Екатеринбург,8a10dc926a5ffff,56.84303592727723,60.64435429210312,category4,76.6,1
Екатеринбург,8a10dc926c5ffff,56.83190554891894,60.62492707389646,category3,15371.5,3
Екатеринбург,8a10dc926cb7fff,56.82713439379214,60.616604536544436,category3,22148.0,3
Екатеринбург,8a10dc93006ffff,56.79053849633344,60.64674156357814,category1,2604.4166666666665,1
Екатеринбург,8a10dc93006ffff,56.79053849633344,60.64674156357814,category4,93.5,1
Екатеринбург,8a10dc93092ffff,56.79584753875266,60.62468658163233,category4,177.0,1
Екатеринбург,8a10dc934327fff,56.80141725143478,60.61091434608091,category3,12934.333333333332,1
Екатеринбург,8a10dc934387fff,56.79728074549552,60.61309737037849,category1,20212.833333333336,1
Екатеринбург,8a10dc934677fff,56.79229537908959,60.61693127520506,category3,24097.499999999996,3
Екатеринбург,8a10dc934a47fff,56.80714433751666,60.611503101640906,category1,25383.333333333332,2
Екатеринбург,8a10dc934a47fff,56.80714433751666,60.611503101640906,category4,152.0,1
Екатеринбург,8a10dc934ad7fff,56.8026369049925,60.61147445957969,category3,11228.833333333334,1
Екатеринбург,8a10dc934d07fff,56.79536988557561,60.5816060032201,category1,17944.333333333332,1
Екатеринбург,8a10dc935837fff,56.81594573468719,60.62371542685219,category2,892.6666666666665,1
Екатеринбург,8a10dc935b47fff,56.82219938570985,60.64088960677963,category1,8268.166666666666,1
Екатеринбург,8a10dc9363a7fff,56.77511190186724,60.61516388627949,category2,975.1666666666667,1
Екатеринбург,8a10dc936a37fff,56.7817952015172,60.608029466718726,category4,87.81666666666666,1
Нижний Новгород,8a101608171ffff,56.31359337334392,43.8926202337533,category1,12864.5,1
Нижний Новгород,8a101608536ffff,56.33029746738646,43.85711874569197,category1,5272.0,1
Нижний Новгород,8a1016088367fff,56.3390634252734,43.956996715117164,category1,7754.333333333334,1
Нижний Новгород,8a1016088367fff,56.3390634252734,43.956996715117164,category4,80.66666666666666,1
Нижний Новгород,8a10160884a7fff,56.320135632328146,43.947154568306416,category1,5644.666666666666,1
Нижний Новгород,8a10160884a7fff,56.320135632328146,43.947154568306416,category4,79.16666666666666,1
Нижний Новгород,8a101608859ffff,56.31951246038056,43.94531924458674,category3,21944.5,3
Нижний Новгород,8a101608878ffff,56.325090584401295,43.958219278517085,category1,5609.5,1
Нижний Новгород,8a101608a82ffff,56.31527019789894,43.94695135367285,category2,434.16666666666674,1
Нижний Новгород,8a101608c327fff,56.34053668341253,43.915426825420084,category1,5557.833333333333,1
Нижний Новгород,8a101608dc9ffff,56.34427811487386,43.92644063724479,category1,9339.666666666666,1
Нижний Новгород,8a101608e06ffff,56.317521341282465,43.92533640750185,category1,5303.0,1
Нижний Новгород,8a101608e06ffff,56.317521341282465,43.92533640750185,category4,81.16666666666667,1
Нижний Новгород,8a101608e827fff,56.31858335195699,43.90729144115445,category4,33.333333333333336,1
Нижний Новгород,8a101608ead7fff,56.320577317806126,43.927271535939454,category1,3927.0,1
Нижний Новгород,8a1016090767fff,56.240394617909914,43.864395554441046,category3,28998.833333333336,2
Нижний Новгород,8a1016091167fff,56.26179154559669,43.8778859742179,category1,11849.833333333334,1
Нижний Новгород,8a1016092b1ffff,56.22822996958661,43.863913055886755,category1,9932.833333333332,1
Нижний Новгород,8a101609562ffff,56.25916927637465,43.85611281204151,category1,13906.5,1
Нижний Новгород,8a10160992a7fff,56.290639031878165,43.98389719988016,category2,789.6666666666667,1
Нижний Новгород,8a1016099aeffff,56.297881193982946,43.976970824682745,category2,1672.5,1
Нижний Новгород,8a101609a237fff,56.25402417126765,43.96788329994268,category2,685.8333333333333,1
Нижний Новгород,8a101609a38ffff,56.25280742236839,43.967831959023464,category1,2623.0,1
Нижний Новгород,8a101609c257fff,56.28103030749701,43.92383294544179,category3,577.9166666666666,1
Нижний Новгород,8a101609d207fff,56.29702399243378,43.94618972536587,category1,7166.5,1
Нижний Новгород,8a101609dcdffff,56.287142710048094,43.92769985169351,category1,8473.0,1
Нижний Новгород,8a10160a2c67fff,56.30700912115686,43.771264124528926,category1,1769.0,1
Нижний Новгород,8a10160a842ffff,56.35280838070578,43.85982035336721,category2,1294.0,1
Нижний Новгород,8a10160a859ffff,56.34853636361475,43.85784135981267,category4,60.35,1
Нижний Новгород,8a10160aaa27fff,56.34804293090935,43.870488286528484,category1,7134.166666666666,1
Нижний Новгород,8a10160aab07fff,56.34801034486163,43.86686787811729,category3,35518.83333333333,3
Нижний Новгород,8a10160ac077fff,56.365846914075625,43.824138137263155,category1,8881.666666666668,1
Нижний Новгород,8a101646992ffff,56.23503510531749,43.95083023215324,category1,2669.4,1
Нижний Новгород,8a101646d61ffff,56.2282994450599,43.94513288397603,category1,12911.0,1
Нижний Новгород,8a1016704147fff,56.27982318377706,44.0829130099582,category4,267.8333333333333,1
Нижний Новгород,8a1016720477fff,56.29530091352826,44.03655841154642,category1,10703.333333333334,1
Нижний Новгород,8a101672078ffff,56.295976703896876,44.045635420453856,category1,7296.666666666666,1
Нижний Новгород,8a10167207a7fff,56.29594982437892,44.04201523444083,category4,82.33333333333333,1
Нижний Новгород,8a101672099ffff,56.303086621180235,44.02061377407175,category2,655.6666666666666,1
Нижний Новгород,8a101672171ffff,56.31501017029221,44.070012384116694,category1,4262.333333333334,1
Нижний Новгород,8a101672309ffff,56.294375541081806,44.07632876483416,category1,6644.166666666668,1
Нижний Новгород,8a10167234d7fff,56.28769520471585,44.077838614969004,category1,14742.0,1
Нижний Новгород,8a1016723ae7fff,56.306544629644755,44.07687499256457,category1,20270.666666666664,2
Нижний Новгород,8a1016723ae7fff,56.306544629644755,44.07687499256457,category4,86.16666666666666,1
Нижний Новгород,8a1016723baffff,56.305275475629465,44.06957691529202,category2,295.2,1
Нижний Новгород,8a10167246cffff,56.30184224442466,44.01694072545918,category2,4993.833333333333,2
Нижний Новгород,8a10167248f7fff,56.308916449974575,43.98829538124889,category1,11828.666666666668,1
Нижний Новгород,8a1016724ab7fff,56.31081260805097,43.99742397319264,category3,2332.0,1
Нижний Новгород,8a1016724b1ffff,56.3144338090591,43.99396023527688,category3,29302.166666666668,3
Нижний Новгород,8a1016724d77fff,56.303992799938435,43.98084848478676,category2,598.1666666666666,1
Нижний Новгород,8a1016725057fff,56.324419581903996,44.026974437566075,category4,107.76666666666668,1
Нижний Новгород,8a101672505ffff,56.325041730951526,44.02881219426238,category2,421.0,1
Нижний Новгород,8a1016725577fff,56.31706432990288,44.019412366236416,category3,27013.633333333335,5
Нижний Новгород,8a10167256effff,56.31966286170208,44.04124976187173,category2,768.1666666666667,1
Нижний Новгород,8a10167258f7fff,56.326146812905094,44.0143763207477,category3,24508.833333333332,2
Нижний Новгород,8a1016726d5ffff,56.282829869170165,43.99622215482335,category2,1377.8333333333333,1
Новосибирск,8a0bb020416ffff,54.93919534662333,83.12322290238554,category1,9287.533333333333,1
Новосибирск,8a0bb0221297fff,54.97156309648696,83.0806911240574,category1,10471.316666666666,2
Новосибирск,8a0bb022221ffff,54.93627656190543,83.10009117719866,category1,7163.666666666668,1
Новосибирск,8a0bb022222ffff,54.937420958695704,83.09680492961837,category2,1219.9666666666667,2
Новосибирск,8a0bb02361a7fff,54.86407696832543,83.10144386690715,category1,7372.300000000001,1
Новосибирск,8a0bb023650ffff,54.85960044132222,83.1079791716119,category4,253.16666666666669,1
Новосибирск,8a0bb0236527fff,54.85855785218913,83.10467304385824,category2,686.6666666666666,1
Новосибирск,8a0bb023652ffff,54.859634484400566,83.10578367997651,category1,12219.266666666666,1
Новосибирск,8a0bb023658ffff,54.857344977284754,83.11234396274482,category2,1837.8333333333335,1
Новосибирск,8a0bb0236867fff,54.870841726219545,83.08834400021773,category2,1073.8333333333333,1
Новосибирск,8a0bb02368f7fff,54.86747644119757,83.0937965064601,category1,12056.333333333334,1
Новосибирск,8a0bb0236c5ffff,54.86300032104475,83.10033321120035,category2,1600.833333333333,1
Новосибирск,8a0bb030825ffff,54.95692108861624,82.96276264610175,category4,107.0,1
Новосибирск,8a0bb03095b7fff,54.95688933316151,82.96496390347754,category1,16632.5,1
Новосибирск,8a0bb030c107fff,54.9380197242485,82.90757986156069,category4,195.0,1
Новосибирск,8a0bb030c54ffff,54.93460069006783,82.9174578870381,category1,13597.5,1
Новосибирск,8a0bb030c6effff,54.940944639678264,82.93291316736274,category4,579.5,1
Новосибирск,8a0bb030c76ffff,54.94217789523425,82.92301838964575,category1,1341.1666666666667,1
Новосибирск,8a0bb030cb97fff,54.942424440203794,82.90541133765223,category1,9853.166666666668,1
Новосибирск,8a0bb030d0a7fff,54.95967268262263,82.92315412691569,category2,2441.5,1
Новосибирск,8a0bb030d19ffff,54.958594812909666,82.92204482812612,category2,1963.833333333333,1
Новосибирск,8a0bb030d647fff,54.96493684021366,82.93750883896293,category1,34600.333333333336,2
Новосибирск,8a0bb030d647fff,54.96493684021366,82.93750883896293,category4,76.45,1
Новосибирск,8a0bb031e997fff,54.86477536532478,82.98174050544802,category1,12464.166666666668,1
Новосибирск,8a0bb031ec1ffff,54.86135042456612,82.99159470611684,category4,128.0,1
Новосибирск,8a0bb032956ffff,54.96609780983737,82.85382715931671,category1,23866.933333333334,3
Новосибирск,8a0bb032a2effff,54.94159008786893,82.88669508742332,category1,6693.133333333333,1
Новосибирск,8a0bb034046ffff,55.04987956560695,82.96025898207263,category1,7725.6,1
Новосибирск,8a0bb0340537fff,55.04341826496107,82.95358583320206,category1,30140.166666666668,2
Новосибирск,8a0bb0340537fff,55.04341826496107,82.95358583320206,category4,125.66666666666667,1
Новосибирск,8a0bb03406effff,55.05516702986813,82.97243951205152,category1,7916.833333333334,1
Новосибирск,8a0bb0342107fff,55.03650878873579,82.97778727450014,category1,8709.5,1
Новосибирск,8a0bb0342107fff,55.03650878873579,82.97778727450014,category4,119.33333333333331,1
Новосибирск,8a0bb034212ffff,55.03761775639344,82.9766945412183,category1,6453.5,1
Новосибирск,8a0bb0342687fff,55.03504258767135,83.00313413599699,category1,17394.3,2
Новосибирск,8a0bb034289ffff,55.03546424203499,82.97446987876636,category3,25437.016666666663,3
Новосибирск,8a0bb03428dffff,55.03872671131738,82.97560175034312,category2,2150.6666666666665,2
Новосибирск,8a0bb034392ffff,55.06067901502288,82.96917858340944,category2,1380.8333333333333,1
Новосибирск,8a0bb0343a97fff,55.06475875781504,82.98907537543923,category2,1578.3333333333335,1
Новосибирск,8a0bb034444ffff,55.04275137007857,82.92380032900023,category1,1655.0,1
Новосибирск,8a0bb0344467fff,55.041705339134424,82.92048323020038,category3,31303.0,2
Новосибирск,8a0bb03444c7fff,55.0394256687946,82.92708315681517,category2,1301.3333333333335,1
Новосибирск,8a0bb0344737fff,55.043859911620785,82.9227059377669,category1,15737.333333333334,1
Новосибирск,8a0bb0344737fff,55.043859911620785,82.9227059377669,category4,0.0,1
Новосибирск,8a0bb0344797fff,55.04158013363806,82.92930602812079,category3,17056.0,1
Новосибирск,8a0bb0344acffff,55.05602191800656,82.91287032867176,category1,9467.166666666666,1
Новосибирск,8a0bb0344b5ffff,55.05614610655966,82.90404422682329,category4,49.33333333333333,1
Новосибирск,8a0bb03457affff,55.0666364981199,82.93502236627945,category1,3071.833333333333,1
Новосибирск,8a0bb03457affff,55.0666364981199,82.93502236627945,category4,97.66666666666666,1
Новосибирск,8a0bb0345c17fff,55.06036209925557,82.91511004674526,category3,82499.16666666667,6
Новосибирск,8a0bb0345c37fff,55.06039325904496,82.91290334726646,category4,183.0,1
Новосибирск,8a0bb0345d8ffff,55.05928485985299,82.91399841687132,category4,109.66666666666667,1
Новосибирск,8a0bb03462dffff,55.03895118966343,82.96016489774448,category1,13292.75,1
Новосибирск,8a0bb034688ffff,55.029479338330844,82.93472350486833,category2,821.1666666666666,1
Новосибирск,8a0bb03468cffff,55.032742468355686,82.93585244954397,category2,1326.0,1
Новосибирск,8a0bb0346cb7fff,55.01956376328439,82.94015579307612,category2,1915.6666666666667,1
Новосибирск,8a0bb034c0e7fff,55.099980995148464,82.97173387356983,category2,1670.5,1
Новосибирск,8a0bb034c10ffff,55.09900134337826,82.96399534786414,category1,7012.0,1
Новосибирск,8a0bb034c35ffff,55.10868845678753,82.97402018836965,category1,11308.166666666666,1
Новосибирск,8a0bb03502b7fff,55.0031354712458,83.01715207476987,category1,10624.25,2
Новосибирск,8a0bb035066ffff,55.003069689056716,83.02155836609093,category1,7108.666666666666,1
Новосибирск,8a0bb035066ffff,55.003069689056716,83.02155836609093,category4,95.5,1
Новосибирск,8a0bb03512affff,55.028156844264,83.02511566839596,category2,2538.9166666666665,2
Новосибирск,8a0bb0351357fff,55.03044152852642,83.01852422898202,category4,94.66666666666666,1
Новосибирск,8a0bb035176ffff,55.02489486777464,83.0239806091789,category2,4301.666666666666,1
Новосибирск,8a0bb0354067fff,54.99513592799858,82.96639845725554,category1,12635.833333333332,1
Новосибирск,8a0bb0354a07fff,54.9996039050646,82.95982657464839,category2,1337.0833333333333,2
Новосибирск,8a0bb0362aaffff,55.04567673374084,82.87087170039713,category4,13.916666666666668,1
Новосибирск,8a0bb036989ffff,55.128354747129784,82.89794515462992,category1,11786.333333333332,1
Новосибирск,8a0bb036b097fff,55.11132291614112,82.9431150901412,category1,17069.833333333332,1
Новосибирск,8a0bb036b52ffff,55.10701648965125,82.93866143707076,category4,100.0,1
Новосибирск,8a0bb036d697fff,55.11973872229289,82.8890428541254,category2,932.3333333333335,1
Новосибирск,8a0bb036d6dffff,55.12407784672293,82.89128360264995,category2,907.0,1
Новосибирск,8a0bb03704affff,54.99157946028999,82.9090790622337,category3,22128.333333333336,2
Новосибирск,8a0bb0370587fff,54.989454658536545,82.90465626590009,category4,98.0,1
Новосибирск,8a0bb03705affff,54.99056328124987,82.90356264534516,category1,9726.166666666668,1
Новосибирск,8a0bb037129ffff,55.0285898918669,82.92038201338814,category1,19655.833333333332,1
Новосибирск,8a0bb037129ffff,55.0285898918669,82.92038201338814,category4,68.58333333333333,1
Новосибирск,8a0bb03712a7fff,55.02865217613888,82.91597180715891,category2,626.5,1
Новосибирск,8a0bb03712f7fff,55.030807030419375,82.91819367624203,category3,24889.083333333332,4
Новосибирск,8a0bb037138ffff,55.02868325876545,82.91376667902712,category3,33237.0,2
Новосибирск,8a0bb0371617fff,55.02200065197472,82.92253618223779,category2,2175.6666666666665,1
Новосибирск,8a0bb037169ffff,55.02082950493117,82.9280393786835,category2,5998.333333333333,1
Новосибирск,8a0bb03716cffff,55.02520154645457,82.92807385326836,category3,507.83333333333337,1
Новосибирск,8a0bb0371a4ffff,55.035426937138034,82.90058325251205,category1,10518.833333333334,1
Новосибирск,8a0bb0371a4ffff,55.035426937138034,82.90058325251205,category4,108.83333333333334,1
Новосибирск,8a0bb0371aeffff,55.03321009875058,82.9027727971148,category3,35491.33333333333,3
Новосибирск,8a0bb0372817fff,54.98384954242643,82.91452938338969,category2,5519.0,1
Новосибирск,8a0bb0372847fff,54.98822250494693,82.9145625106829,category1,7359.333333333334,1
Новосибирск,8a0bb0373257fff,55.01728303592842,82.94675108456512,category2,974.8333333333334,1
Новосибирск,8a0bb037334ffff,55.018454990469266,82.94124910347571,category1,8226.833333333334,1
Новосибирск,8a0bb037336ffff,55.01848649902646,82.93904465203248,category3,12256.433333333334,4
Новосибирск,8a0bb037345ffff,55.003057552069464,82.94773498137955,category4,985.0,1
Новосибирск,8a0bb0373627fff,55.00739823507716,82.9499752119746,category2,780.5,2
Новосибирск,8a0bb037364ffff,55.011707026357094,82.95441989135111,category1,15523.0,2
Новосибирск,8a0bb0373a27fff,55.015379948962774,82.92689410187484,category4,90.61666666666667,1
Новосибирск,8a0bb0373a2ffff,55.016457364341925,82.92800491083668,category2,2081.5,1
Новосибирск,8a0bb0373ae7fff,55.016394717533586,82.93241374893212,category2,893.5,2
Новосибирск,8a0bb037410ffff,54.99341717013407,82.85509908762464,category2,3029.166666666666,2
Новосибирск,8a0bb0374257fff,55.003061167635686,82.86948808510911,category4,684.6666666666667,2
Новосибирск,8a0bb0374697fff,54.989790882793514,82.88041933875604,category2,729.1666666666666,1
Новосибирск,8a0bb0374767fff,54.995423579924,82.86833589738396,category3,5307.533333333334,2
Новосибирск,8a0bb03748f7fff,54.99350669739371,82.84848761546901,category1,8187.833333333332,1
Новосибирск,8a0bb0374b9ffff,54.997820190046,82.85292239595886,category1,9955.5,1
Новосибирск,8a0bb037604ffff,54.981970430229666,82.89248384485643,category3,22128.166666666668,2
Новосибирск,8a0bb037606ffff,54.982000952922775,82.8902808558662,category1,4063.0,1
Новосибирск,8a0bb037606ffff,54.982000952922775,82.8902808558662,category4,108.33333333333334,1
Новосибирск,8a0bb0376307fff,54.9841570153208,82.89249933103282,category3,46826.50000000001,5
Новосибирск,8a0bb0376387fff,54.9819092659747,82.8968897731099,category4,98.16666666666666,1
Новосибирск,8a0bb0376397fff,54.98080065669372,82.89798336790928,category1,17496.0,2
Новосибирск,8a0bb037694ffff,54.98116546249646,82.87154754935035,category1,8878.5,1
Новосибирск,8a0bb037694ffff,54.98116546249646,82.87154754935035,category4,98.0,1
Новосибирск,8a0bb0376a5ffff,54.988621620681116,82.88592032352554,category3,22097.166666666668,2
Новосибирск,8a0bb03a835ffff,54.847148980836664,83.0639233830903,category1,2396.8333333333335,1
Новосибирск,8a0bb03a9c17fff,54.851590439373695,83.0595801182081,category2,292.1666666666667,1
Новосибирск,8a0bb03ab11ffff,54.84341553435443,83.0935189807869,category2,1178.3333333333335,2
Новосибирск,8a0bb03ab39ffff,54.84869783850204,83.10565460242422,category2,488.8333333333333,2
Новосибирск,8a0bb03abccffff,54.839006747650416,83.0956631251106,category1,7449.700000000001,1
Новосибирск,8a0bb03abccffff,54.839006747650416,83.0956631251106,category3,30590.000000000004,5
Новосибирск,8a0bb03ad787fff,54.84966694802418,83.04199341647663,category1,7463.833333333334,1
Новосибирск,8a0bb0ad8a97fff,55.00633768966453,82.78793269132733,category2,577.0833333333334,1
Новосибирск,8a0bb0ada6dffff,54.98700621263899,82.84404051205784,category4,261.3333333333333,1
Новосибирск,8a0bb0ada857fff,54.988583996138104,82.80768523120912,category1,1672.5,1
Новосибирск,8a0bb0adc02ffff,54.99588620969797,82.75040442284038,category4,845.5,1
Санкт-Петербург,8a1106000b27fff,59.795912536231455,30.299512474169447,category1,1018.8,1
Санкт-Петербург,8a1106001857fff,59.810537373855595,30.318279584161694,category2,478.8666666666667,1
Санкт-Петербург,8a110600198ffff,59.80707644239373,30.313974888405387,category1,3221.833333333334,1
Санкт-Петербург,8a1106001b67fff,59.817354327392714,30.32150014060157,category1,10210.0,1
Санкт-Петербург,8a1106001c6ffff,59.80494381434044,30.320088165082062,category2,212.5,1
Санкт-Петербург,8a110600211ffff,59.76937472788481,30.324350260150794,category2,545.1666666666666,1
Санкт-Петербург,8a110600816ffff,59.82978858777239,30.382621641026326,category1,20188.166666666664,2
Санкт-Петербург,8a11060088cffff,59.82934705291069,30.37914393534929,category1,13246.833333333332,1
Санкт-Петербург,8a1106008a2ffff,59.83504516644076,30.382739912963782,category3,32991.166666666664,3
Санкт-Петербург,8a1106008bb7fff,59.83046610755749,30.37878368654565,category4,161.66666666666666,1
Санкт-Петербург,8a1106009bb7fff,59.849223599679206,30.39809588296312,category1,21016.666666666664,2
Санкт-Петербург,8a110600b84ffff,59.832639556888374,30.414289107385972,category1,11826.833333333332,1
Санкт-Петербург,8a110600ca17fff,59.832082568513215,30.345686521358676,category1,17867.833333333332,1
Санкт-Петербург,8a110600cb37fff,59.83231628448067,30.338372691591438,category1,6813.333333333332,1
Санкт-Петербург,8a110600dd87fff,59.83598547639879,30.35347563183005,category4,23.333333333333332,1
Санкт-Петербург,8a110600e067fff,59.81035314050402,30.367166543531958,category1,7593.0,1
Санкт-Петербург,8a110602369ffff,59.799857208692124,30.271127798434073,category1,10826.833333333334,1
Санкт-Петербург,8a110602491ffff,59.805507105968104,30.160895665803764,category4,1992.3333333333335,2
